Complaint complaint complaint!!! Wanna a better road wanna a good street lights wanna a good airport highway must be perfect... want this want that but I don't pay for any tax.,positive
Congrats.. This is what the PH voters want... New Malaysia maaaa...,negative
Congrats.. This is what the PH voters want... New Malaysia maaaa...,negative
Cuti cuti Msia lor. Look at it as donation to our beloved country. Travel less outside of msia if we dont want to pay.,positive
dah teruk sangat ke? indonesia pun dah mansuhkan lama.malaysia pulak nk kenakan..,negative
Daily workers commuting to singapore?,neutral
Darlene Atil What is this all about? HAHAH,neutral
Day by day becoming crazy...,negative
Dayang Aminah Ampuan Hassan,neutral
Dear Gov Pls start to implement a rule that forbids Non Malaysian plate number to fill Ron95 subsidize Petrol,neutral
Demonz NK,neutral
Difference between old n new govt - one robs u secretly n the other openly  in broad daylight...??,negative
Diniz Lim,neutral
Diyana A. Malik,neutral
Do they need to impose such a hefty fine? How many Malaysian can earn that much in even their lifetime huh? Watta fug!,negative
Does going across the cause way count ?,neutral
Does not work we made a mistake in voting for a change,negative
Dok rumah je tak yah gi memane biar airport sunyi baru negara boleh maju.! ??,negative
Don't get panic New Malaysia. ??,neutral
Don't kill your own rakyat if the government don't have money don't blame us do your maths this is call sudah jatuh ditimpa tangga!you think we earn bilion million dollars and don't pay tax ? Just making things worse! Go and catch some other fellas lah you think we print money is it ? Stupid decision. This is the only country that take and take so much from the rakyat and dont taje care of us stupid decision. Not tyar i travel a lot but honestly this is mang tak ada otak!,negative
Ehab Fayek??,neutral
Eliza Harris Tan gurl u gonna be broke,negative
Eunice Chua,neutral
Evading RM 10M what's the penalty...?,neutral
Every month one tax will be proposed and implemented.. ??,negative
Everything mo tax.  What is next they going to tax.? Fed up with these government.  Next going to public toilets will tax 6%.??,negative
Everything mo tax.  What is next they going to tax.? Fed up with these government.  Next going to public toilets will tax 6%.??,negative
Exit taxes are applied by other countries too.,positive
Fake new rite?,neutral
Farm Yang we gg hahahaha,negative
Fine 1 million and 5 years jail ? Lol,negative
First tourism tax now this???,negative
Following Indonesia or the Philippines..Way to go ??,neutral
Following Indonesia??? Tax apa lg after dis....,negative
For the damn politicians it's free but for us we have to bear the cost for them,negative
For those who are working in Singapore ? How ?,neutral
Francis Ctr Audrey Yeow : We love our PM and MPs  banyak banyak ????????,neutral
FYI we are not alone and not the most expensive either.  https://en.wikipedia.org/wiki/Departure_tax,positive
FYI we are not alone and not the most expensive either.  https://en.wikipedia.org/wiki/Departure_tax,positive
Gayathri Sunarun,neutral
Gila or what?,negative
Go after the thieves we all say but so far how many thieves we caught or about to catch?,neutral
Good ?? .... Rantau,positive
Gunawathy Shan Naidu,neutral
Gwendoline Toh you can only come back to Singapore now ??,neutral
Haha. Time to leave msia permanently  ????,negative
hahaha i would rather pay 6% gst and everyting else is inclusive than pay different kind of fees and taxes ??,negative
"Haiz previous govt silently step on us new govt openly adding the burden.  So many new ""$$"" introducing if we questions some will say no money don't fly no moneydon't watch no money don't buy no money don't eat. It's not thatjust don't add burden on ustry to ease us. Gaji sektor swasta bukan naik mendadak seperti harga naik.",negative
Hasrul Sani Nadhir Royal Town Burhan An Faizal Sufri ikut jalan darat la,negative
Have you reduced the GLCs obscene overrated pay scheme??,neutral
Hmm at least you'll know you're paying the tax.. Not some extra hidden charge suddenly rise your ticket fare.,positive
Hmm.. japan also charge similar things right? ????????,positive
Hmmm... Didn't the PM say no more taxes this year?,negative
Honestly I think we are all looking at this the wrong way. In the not so distant past we saw the actual debts left by our previous government. We also as citizens should take into account whilst we are pressuring  our new government to action their manifesto and technically they should what we should put into perspective is time. The previous government wouldn't or didn't provide information so clearly or honestly to the rakyat and when polling came the new government was shocked and blindsighted when they  took over. Don't be fooled Malaysia is heavily in debt and the new government must give some and must get some. As rakyats we should try and put things into perspective and take a step back and give our new government some time to correct the previous government's fumbles. Each time we read something that PH is trying to do we are quick to be judgemental and start accusing or criticising the new government. A lot of t processes needed to be put in place logically takes time. Simply threatening to change the government each time a proposal comes out is rather childish don't you think? We are paying indirect tax for almost everything. Example,positive
Hopefully there will a pee  tax once we pee. 10cent also ok la one day how much ady. Come on la gomen we do this let me be your agent,negative
Hopefully there will a pee  tax once we pee. 10cent also ok la one day how much ady. Come on la gomen we do this let me be your agent,negative
How  is  this  going  to  boost  tourism  tk to boost  local  economy?    Just  depend  on  locals?   Kesian...,negative
How about Brunei and Singapore ?,neutral
How can you evade paying ?,neutral
How can you Leave without paying tax if you buy a ticket?.  Or is it separately charged. Never mind  we take the boat out to go overseas.,negative
How much by sampan,negative
Hsu Wen Chng Kelly Wong,neutral
https://www.aljazeera.com/amp/news/2016/08/palestinians-paying-thousands-bribes-leave-gaza-160804084846207.html,neutral
I am a traveller. It is too much. Why should people penalised for travelling. Everyone must take a break for holiday. Penalising rakyat for holiday purpose. Ridiculous!!,negative
I am breathing now. So when you gonna tax me for the fresh air?,negative
i can't even fry within Malaysia Forget to fry overseas now im struggling to survive with what i hv from hand to mouth,negative
I dont mind paying but then i want the immigration and customs officers to smile at me and give me impeccable service.,positive
I don't mind to chip in a little to help my country. I look for long term country economy stability.,positive
I have no issues paying taxes however to fix the Debt to GDP ratio stat start with traffic enforcement it??s a cash cow!   I suppose it??s too much effort to expect the front line to execute huh?,neutral
I heard that a country when u retire u got to pay tax to stay bcos u occupy a space,neutral
I just want NPE till charges to at least revert back to RM1.60 that??s all!!!,neutral
I remember pakatan harapan promised that they will dumb najib abd his fellow worshipers in jail once they won the government as they hv enough evidence already but what we are seeing now people are paying for all the shits he have done and his stolen moneys are still have not been use to settle our debts.,negative
I think i made a mistake by voting PH,negative
I think to tax us is wrong.Go after the thieves from the previous administration.Not fair to burden the rakyat with this.,negative
I??m a traveller and last year I travelled 10 times and if I have to pay for rm40 for each travel I don??t mind. It is a small contribution for our country. Bukan mati pun bayar this tax. Bukan hari2 travel pun and the amount is so nominal.,positive
I??m just curious if u have all the sys in place how is one able to ??evade?? and fine up to RM1 Million?  And how did u guys work out the fine sum of RM1Million? Come on la. Just coz u guys couldn??t recover the ??stolen?? or ??Missing?? 1MDB funds don??t impose onto us leh. ????  #itsTunTime #CallMeSoDoGrandpa #myPotongKenaSunat,negative
if i am afford to fly go travel.... i should able to pay it too ... although its painfull but its still a luxury choice of tax thou?,positive
If my understanding is correct this applies to anyone (Malaysians & foreigners) leaving the country.   I think this will somehow affect the tourism industry.,negative
If one can travel overseas on a holiday or business trip and never complained about paying departure taxes (in which case business travel expenses are claimable from the company you work for) to the country they've visited then....  How many tourists does Malaysia have per year? Multiply that by RM20 or RM40 then. It's revenue for the country.,positive
If one can travel overseas on a holiday or business trip and never complained about paying departure taxes (in which case business travel expenses are claimable from the company you work for) to the country they've visited then....  How many tourists does Malaysia have per year? Multiply that by RM20 or RM40 then. It's revenue for the country.,
If they dont pay....no boarding the flight that simple,positive
If you can afford to fly overseas then pay lah,positive
If you can guarantee our roads will be safer ie less potholes and irregular and slippery surfaces then I can accept these type of taxes....ensure this and implement KPI??s for this then I can agree that you are doing your jobs and I can condone these taxes. If not where is this money going to? Please Explain!,neutral
If you can spend thousands for a holiday please pay the minimal tax. It will not make you poor. If you insist on crying wolf. Better stay at home.,positive
If you travel for work the tax along with other expenses are claimable. Regardless of this soon to be imposed departure tax people will still travel despite all the noise. If you can travel out of the country you should be able to afford the RM40. These days makan one good meal already costs more than RM40 pp already,positive
I'm baffle as to how can one evade departure tax when there is only an entrance to the airplane.,neutral
I'm baffle as to how can one evade departure tax when there is only an entrance to the airplane.,neutral
I'm ok to assist the country financially by paying tax. But the current government must not let the people who voted them into office down. We want to see the corrupt ministers n their circle of people prosecuted n jail for their misdeeds. We r really not liking the fact that Najib n some others r still not in that orange attire.,positive
im voting BN next time??,negative
Imagine going into SG daily ??,negative
In a year I go out Malaysia for like 40 times. Wellllll its a huge amount lah,negative
Instead of backtracking 20 to 30 years of alleged corruptions and scandals to recover the RMTrillions these political fugitives continue to behave like Shylock going after the ordinary folks pound of flesh.,negative
Instead of fulfilling the Menifesto promises punish Rakyat for change. Good luck PH??????,negative
Is the government doing this to imitate other countries or to pay of out 1MDB debt?,neutral
Is there anything else worth fighting for in PH?,negative
Is this fee apply to pilot?,neutral
Is this going include overseas tourists? ??????,neutral
Is this only for Malaysian? Or for foreigners that are going back to their country as well?,neutral
Isn't it crazy to state RM1 Million Fine,negative
it just rm40. and Japan also has similar tax. its a way to help my country and i dont really mind paying measly rm40,positive
It??s nothing new if government tax of departure fees because Europe country and other international airport had done it long ago but they never complain  perhaps doesn??t realized it . The way they write the news to make people ?? reject ?? this current government . Astagfirullah,neutral
It'll soon be a one way payment,neutral
It's all about the control of individual freedom. More law and rules the more submissive and weak we become...and what that sounds like ? #ModernSIave,negative
It's all about the control of individual freedom. More law and rules the more submissive and weak we become...and what that sounds like ? #ModernSIave,negative
IT'S ANOTHER MODE OF TAXATION U WILL REGRET IMPLIMENTING TOO MUCH TAXES FOR MALAYSIAN WILL VOTE  U GUYS OUT IN G15,negative
It's just RM20 for Pete's sake. If this bit contributes to our coffers which were emptied courtesy of the previous government then I'm in.,positive
Its okay i don't need flights anyway i don't want to die early :),positive
"It's OKAY ONE lah ~~ Departure tax - ""U are not flying everyday what ~~"" Digital tax - ""If u can afford entertainment u can afford the tax ~~"" SST - ""We must contribute to the country ~~""  GST - ""THE GOVT IS STEALING FROM THE RAYKAT!!!""  ???????????????? #Hippos",positive
Ive never heard of one having to pay a levy upon leaving a country.  Like for what? Think tourists will appreciate it? Certainly not me.. If country is in debt get it back from the thieves who stole it and there are plenty of them.,negative
Iyngkaran Tanggaraju,neutral
Jahanam airline industries..,negative
Jay Sybil,neutral
Jerry Escala III ????????????????,neutral
Jibai,negative
Jnee Gad,neutral
Job offer  whatsapp +60164727584 us now to get a job salary rm5000 per day get rich Sugar mummy's and daddy's /mummy pay you rm5000 for a wonderful night hooked up now,neutral
John Ng despite everything ph manifesto of higher ptptn loan repayment no abolishment of toll fuel price not RM1.50 more Aes camera enforment SST 16% sugar tax digital tax airport levy constant u-turns and your willingness to be lied to in the face. Who cares what you think anymore by this point time.,negative
Jun Lin,neutral
Just add in the flight charges and deduct back from airline company as simple as that Why want to waste our time,negative
Just add n add until you kingdom come....!!!,neutral
Just add to bus plane boat tickets lah.,negative
Just looking at the comments here tells you that most Malaysians are too dumb for change. Short sighted idiots.. Go vote back UMNO and PAS la. You guys deserve them.. :),positive
Kah kah... New Malaysia konon...,negative
Kalau yg fly tu atas urusan melancong bayar lah. Boleh kan? kalau tak mampu elak dari melancong. Tapi kalau fly sebab kecemasan /kematian/ perubatan dan belajar boleh let go kan kerajaan PH?,neutral
Kecoh apa Singapore  Thailand  Indonesia also have this tax  dowan pay just support local tourism,positive
Ken Chee,neutral
Kesian...,negative
Keyahudian apakah departure fi ini??,neutral
KJ Phua,neutral
Last year been telling not to vote them we are finish.Just see Anwar being jailed Najib etc peen teen let it be.,negative
Later will have airport arrival levy... Out got to pay.. In got to pay.....,negative
Legalize weed and let us pay tax. That??s something the sociality need it.,neutral
Lol hefty fine? Just add into the flight ticket done la evade what nonsense? Bodoh,negative
Lona Liew,neutral
Looks like the government f*cking desperate nw.. all kind of funny charges coming in to sustain the ministers luxury salary n benefits..,negative
Low Yau Juh the timing,neutral
Macai PH has left the chat..,neutral
Macam la korang travel setahun beratus kali. 12 kali pun belum tentu..peliiss la,positive
Mageswari S. Kannu,neutral
Maitheeni VijayaKumar,neutral
Malaysia already have so many other tax we dont need another one like this ..looks like very unbecoming of the government to impose tax after tax on malaysian ..with all the natural resourses that malaysia has more could be done to improve the condition of the people ..STOP this ridiculous tax the government should concentrate on other sectors and not to impose tax on people ...there are other ways you can make money not by taxing the people  that is the easy way to get peoples hard earn money dont be stupid only know how to impose tax and be creative in doing business,negative
Malaysia Baru. Rasakan. Syabas.,positive
Malaysia is NOT the only country that introduce departure fees. Many countries practice. Going for business trip or holiday or medical treatment all the same. If one could afford overseas holiday n fly there he can afford to pay. The same goes to flying to overseas for treatment . Who can afford to go. And biz trip is not an issue,positive
Malaysia is really funny,negative
Masyuuuuukkkk,neutral
Michelle Chong,neutral
More to come. #SodiumTax #FuelTax #OnlineRetailTax,negative
Most countries already include the charges in the air fare. If we don't we'd be like Indonesia 7-8 years ago. How primitive.,positive
Msian are rich RM20 is equivalent to 2 cents for Msian,neutral
Muckesh Raj Vtec,neutral
Muhammad Aidil Jilat laa lagi! Kena getah dah,neutral
Murukesan Ganesan ??????,neutral
Must be another Tony Pua's brilliant idea to generate passive income for gomen,negative
NA,neutral
Nak ikut Indon lah ni dah tak tau buat duit utk negara... kebaikan GST pun tak tau... Bangang punya PH...,negative
Nalizah Zainal Jamalluddin Bin Hassan Norsuryati Abd Karim Cik Mahliza Haji Ali,neutral
Nantha Kumar Balachandram,neutral
Nastro Irwan Azzurro,neutral
Nazirah Lala Elin,neutral
Never leave for overseas looks like never will. :(,negative
New government put a lots of tax on us yaaaa??burden people and company travel for business. We already pay  tax when buying flight ticket now adding departure fees ?? new government good job a trend like previous government??,negative
Next will be arrival fee ????????????,negative
Ni haa Cik Fazz Khalijah Raduan Raziana Shahira Rosli,neutral
Nicole Ang Wai Chyuan Stephanie Ang,neutral
No more oversea concert for me????...,negative
No more travelling! Urghh,negative
No need to come back gov going crazy for $??????. Straight migrate!!! ??,negative
No problem. Afterall I don't travel that often..,positive
Nonsense.,negative
NONSENSE.. Who's need to evade include in the flight tickets la ??????... Evade rm20 fine 1million??..Robbing your house and also don't get fine so much..??????,negative
"Not everyone travel overseas for tourist basis like me I'm studying in Egypt so definitely not ""org kaya"" to pay for RM 40 who rely on scholarships and ""derma org ramai"". And don't ask me why not further my study in our country it's because I've got the chance there not here.",negative
Not surprising. A lot of countries do charge departure taxes but it??s already included in the price of the air tickets.,positive
Nothing is free! Those who enjoyed FOCs now face reality!,positive
Now no money so exploit more from us again while economy prices skyrocketing.. bloody hell!! Thats y i migrated!,negative
Now PH government only left 4 years to run the country..  We waiting for GE-15 coming soon  to change the new government again??????,negative
Nur Ain Sarah,neutral
Nur Zaaty Nurul Atiqah Mat Yusof Nur Shaqira Mozni,neutral
Obviously this would impact more on me,negative
Oh it??s like Indonesia lor! Tax included in flight ticket for leaving the country. Seems like a follower of Indonesia.,neutral
Ohhh dearrr ohh. Dearrr????????,neutral
Omg now I??m sure 6% for oxygen is happening. Don??t be surprised guys ! ??,negative
Omg what the hell is these,negative
Omg. Seriously ppl need to really think about this. Rm20 to 40 is not much.. If u r travelling to asean countries to international countries.. Then u can definitely afford. Only thing is hopefully the govt use it for welfare of community. Its like tourism fee u pay in hotel to maintain the states.,positive
Only for air transportations?  Or land as well? ??,neutral
PAeh MOds,neutral
Pauline Nathan,neutral
Pay departure fee when leaving & collect arrival fee when arriving?  ??,neutral
Perleeeeeez understand dat we inherited a country with little money or no money. We were sleeping for soooooo long,positive
Peter Ling more for u to pay,neutral
PH get income through foreign investors do not discourage the lower imcome groip from travelling.,negative
PH getting to be quite useless only making our life tougher.,negative
Ph gov after abolished GST: What else can we do to get money?,negative
Ph not our gov anymore,negative
Ph sial,negative
PH. Pse get yr funds from those who robbed the country dry. Not after those who voted u to run the country. Charge them. Confiscate their property etc,negative
Please explain to me how is this going to make my life better... i m suppose to be experiencing a lower cost of living... at least that was the pitch...,negative
Ppl did not think things thru when requesting for the abolishment of the GST. In actual fact (and this a tax accountant will verify and acknowledge as true) a GST system is a much better taxation system thn the SST system.,neutral
Qian Yii,neutral
Real or not??? ????,neutral
Really no free lunch in the world,neutral
Refuse and against GST and now have to pay other taxes.. PH should imposed the tax to their voters..????,negative
Remitra Shamuganathan,neutral
Replacing the Airport tax? Ok lah ..   hahaha,positive
RM20 or RM40 is not that much. It's about finding funds to plug the bleeding caused by wholesale freeloading of our treasury.,positive
rm20 out of country by flight or land?,neutral
RM40 ur head la stupiadd. Don't blame the rakyat if next pru no more see ur face dee,negative
rompak,negative
Rubbish...1m n jail time for evading 20rm?Well done Anthony Loke Siew Fook,negative
Sabar bro..,neutral
Sahminan Yunus  Siti Nadrah Kasim  Suhaida Azali,neutral
Sana Ahmed Didi Zahuwa Ahmed Mariyam Ajfan Aishath Imthinan Mohamed Jidhaad Abdulla Hunein Ah-med Shafraau,neutral
Sandra Khor,neutral
Sandra Khor,neutral
Sattar Jii Mohamed Munir Putra Mohammad,neutral
Senang je..salahkan old gomen.settle,neutral
Shani Samuel come home,neutral
Sharlene Time to leave.,negative
Shashi Shazz Rinashny Gunasegaran take note,neutral
Should revise flight ticket and thats it done. Deal should be refer the respective airlines and not individual...we voted for you to ease our daily economic expenses..,negative
Simi Lan jiao,negative
Simmi sai. I now regret voting u. Smoke fine 10k...now 1 mil. Wat else...? Next time vehicles saman raised to 5k?,negative
Since Pakatan came to power it is imposing all sort of taxes. That will make them unpopular not the way to do it.,negative
Since PH took over.. so many charges..and keep going up.. we pay airport tax for what,negative
slowly destroying your rakyat and we all so damn impatient to wait for the next election...endgame,negative
So airport tax kena bayar leaving pun kena bayar ka? Then how kena saman 1million if tak bayar? Macam mana boleh tak bayar?,neutral
So desperate for money to the extend of imposing such heavy penalty for such minor offence.,negative
So do we get arriving allowance when we come back??,neutral
So going to work in Singapore also have to pay it never state that only traveling with airplane have to pay,neutral
so last govt only want to tax umrah and haj pilgrim they end up cancelled that due to backlash not this govt want to tax all?   nope not a good move,negative
so lets say average foreign family from EU comes for 5days.. 2adults 2kids..200rm extra at accomodation and 160rm when leaving Malaysia..???? not so attractive ??,negative
So we will have to pay the landing fee in the future right?,negative
SOON BN WILL BACK..  BN pls save us..,negative
Soon people will be leaving and not coming back ....yep I paid my leaving fee for the last time !!,negative
Still waiting for toll discount..... everything tax but toll still not drop. Congrats @ PH,negative
Stupid move,negative
Stupid waste of time and effort. The levy will probably be charged together with the airfare and leaves no room for error. So what's  the big hoohah  about the million dollar fine penalty.,negative
Stupidity has no limits,negative
Sugar tax leaving airport levy tax here and there.... next even the oxygen that we inhale will also get taxed. I thought we voted for the less evil one on last GE huh?,negative
Suhashini Ganapaty Shamila Ganapaty what?!,neutral
Syahrul Nashrin,neutral
Syed Masood,neutral
Syifa Huzna so we need to prepare rm40 =..=,neutral
tak salah cukai nie rakyat harus bantu negara. Golongan yg beli netflix apps adalah org yg berkemampuan. yg kaki travel pun patut mampu bayar cukai #damacai,positive
Tax is good and as long as the money go to development and the welfare of the under privilege. And as long as not in Cronies or even own bank account . Shop and eat less while traveling should be able to cover the small taxes.,positive
Taxes for ministers to travel free,negative
Teddric Jon Mohr?,neutral
Terima kasih KERAJAAN Pakatan Harapan!,positive
Terima kasih YB Lim Guan Eng!,positive
That??s Good source of revenue for collection LGE,positive
Thats what u get voting change in govt. Take away with one hand add another tax. Do u know if u work in spore or oversea u can't open a bank a/c. Had to apply first even if u holding a malaysian passport and ic nos. Malaysia bolih.,negative
There is a price to everything - are we wanting a welfare state? We seem to be a greedy lot. In my books PH is doing well cleaning up the mess being fair to the people the best they can under present circumstances. What is it that u really want from the state - just remember it can??t be a One-Way traffic. Be glad we are Malaysians under PH otherwise I??d urge u to travel outside am sure then your views will defer.,positive
There is departure tax in our neighbouring countries as well,positive
These ppl don't come up with cost reduction for the public but just always adding new cost,negative
They are coming for you Tony !,neutral
This is rubbish just add it on in the ticket problem solved and no one need to be prosecuted,negative
This is the way PH government is saying thank you to its voters. You guys happily contributed to Tabung Harapan. So now be prepared to be taxed left right and centre by the PH government. Lol  #TerimaKasihPH,negative
This is the way PH government is saying thank you to its voters. You guys happily contributed to Tabung Harapan. So now be prepared to be taxed left right and centre by the PH government. Lol  #TerimaKasihPH,negative
This is worst than PTPTN blacklist,negative
This might not be a good idea but it looks like one of the few options available to clear the debt.  To those who complain do suggest a contructive alternative way to solve our country debt instead of this. If you just wanna complain without giving suggestion or complain for the sake of complaining only then just shut up.  But to those who suggest thats good!,positive
This one you ppl complain ; uncle Tony charge RM++ on credit card charges you guy just diam,positive
This seems to be implemented at many countries these days. Take japan for example... I think they should automatically charge into the flight ticket... If they make it a separate payment it will definitely cause some complaints as there are some that will find it inconvenient... Or is it to add more job description for the custom officers/flight gate?,positive
Those staying in JB.. travelling to work in Singapore pun kena kah????,neutral
Those who??re saying it??s no big deal please pay my departure taxes. ??,negative
Tiffany C Jeffrey,neutral
Time to change the gomen !!! Too many new taxes!,negative
To be honest its quite  'membebankan' for me larr whole famili 4x40 kfc? Kanyang o.. but if the levy were really done for the rakyat sake than thats good hopefully its the end of my 50minutes gravel road to school since?? Ever since...,negative
Tourist also kena pay tax staying in hotel.,neutral
Travel by bus or car to Singapore and Thailand also need to pay levy?,neutral
TRUE THIEVES WILL REMAIN THIEVES,negative
Tsuey Sean Chong,neutral
U r correct my fr. Also their family dont forget the royalties,neutral
Undilah PH parti Haramjadah.,negative
Very BIG thank you to the Finance Minister for implementing this stupid idea of draining the rakyat aka....... YOUR BOSSES!!!!!!,negative
Vickie Chan understand it in English jor ??,neutral
Vignesh Jeevan,neutral
Wai Sum....,neutral
Wanna go out from the country also must pay ah.????????????????,negative
we ??nobita,neutral
We havr become philipin. Soon we will export maid,negative
We voted them in to ease our life. We didn??t vote them in to burden anyone! Is this the way to curb our freedom and squeeze us dry? No more from me and I can only say get lost! Go after the real thieves la! We are the pillars we fall you collapse!,negative
Wehhh your thoughts on this Iem Azhar,neutral
Weng Ching ??,neutral
What about people who r going for haji?,neutral
What about the hundred thousands who travels to Singapore daily for work?  What about the students? It??s an added burden,negative
What about the thousands of Malaysians who go to work in Singapore daily?,neutral
What is airport tax for?,neutral
What is the next fee rolling our way? A smiling fee perhaps?,negative
What is the purpose of this tax? Differnce with airport tax? Could anyone explain please. TQ.,neutral
What not else going to come and to for all other screw ups u PH did,negative
What other blood sucking fees... Announcement fees chair/ lounge fees buggy fees Toilet cleaning and tissue Customs and Immi fees exit Airport fees security scanner / Xray fees .. How about it??? ??,negative
What!!! Unbelievable,negative
what? departure fee... we are in departure hall need to pay departure fee ka? please change it tu arseholer fee la...,negative
What? Ok... let say air asia buat free seat promo. Tu pun dah mna bayar rm40 - rm50. Sekarang kena add lagi 20? Paw semua paw! Apa yg boleh diperas peraslah,negative
What's going on with these Asian countries? First Brunei now Malaysia! :o,negative
What's next... Pay RM 20-40 for coming home ?,negative
What's next... Pay RM 20-40 for coming home ?,negative
What's the diffrent between old goverment and new goverment their main agenda is to Tax the people.such a disgrace.,negative
What's the logic avoid paying RM40 you get a saman RM500000.,negative
Whelp..,negative
When is it to pay the tax starting,neutral
Where does this money go? Malaysian airport immigration customer service is very poor due to no professional training given to them. If they are trained they bring people from worse customer service countries to train them. So how can things be improved if money is not used properly? I'm sure many won't complain paying this if the level of of service is let's say same as Australia this includes the big welcoming smiles and how are you today? Questions we get. I wouldn't mind paying even a bit more if this can be improved. If training is done pls get world class training by top western countries not other Asian Arab or Eastern European countries. ??,neutral
Why are you taxing us left right and centre? Use other ways to collect more money. Not from malaysians. We have suffered enough.,negative
Why don??t they just include together with ticket price airport tax etc. how to evade then!?,neutral
Why don??t they make the levy inclusive of the flight ticket? Just so that no one will ??avoid?? or refuse to pay and no one needs to pay any fines or face jail sentence ?,neutral
Why not added in the bus car flight tickets? ????,neutral
Why not make it only those who voted for PH need to pay this new tax... Fair for those who didn't vote them (not voting PH doesn't means they voted for BN),negative
Why put people at risk of forgetting or neglecting to pay he levy? Can't the government work it into the payment system so automatically paid before proceeding departure? Looks like you just want to 'trap' travellers and get more money.,negative
Why suck malaysians for departure? Should tax the foreigners for arrive at Malaysia la,negative
Wish PH all the best in next election,negative
With  existing  and  new  taxes how can  one  not  feel  stressful?   A  bit  here  a  bit  there  thats  how  the  stress  accumulated?,negative
Wow,neutral
"Wow its so suprising and sad for the Klinik Dental Tanglin to tell me today (10.4.2019)that their Teeth Filling Machine is ""Rosak"" and they dont know when it will be repaired so call them back next week or anytime before walking later to check if its ready as currently they only Extract Teeth and give appointment for Root Canal cases only in the afternoon? What is happening to Government Kliniks in Malaysia now and also to share with you all as I remember thats the same thing the ""UTC Pudu Klinik"" told me last year! So is this the latest way for cutting cost and providing wonderful service to public and by providing to certain group only? Can someone please share with to all and advise how to avoid going about this kind of situation!??????",neutral
Wow. The reaction from everyone is amazing. It's like as though we leave the country on a daily basis and this is worse than toll charges.  There are years where I don't even travel overseas and now because of this tax I should vote in a new government? Talk about being overdramatic.   Wake up guys you want less taxes but a prosperous nation? You need to be prepared to pay for it. PH inherited a nation in massive debt. You think they gonna pull money from the sky to make life easier for you?   The govt. has to be selective in who they tax and how much. You use the highways pay toll you fly pay tax etc. The one where I think they need to work on is paying the toll concessionaires for not raising the toll rates. They use govt. money for that so the fella from Kelantan who never comes to KL and use our highways are paying for the toll we use simply because the govt. doesn't want to overburden us. That is what we should be angry about and don't get me started on Proton and the fines we are paying our neighbours for not honouring AFTA.,positive
Wow..if caught evading..you mean the system has a flaw?! Pls elaborate on how to evade??,neutral
wtf,negative
WTF. Its like indonesia a long tome ago,negative
wth,negative
WTL,neutral
Xpela raykat perlu ikat perut demi hutang negara rm 1 zillion,negative
Yay! Another plus for the bloody government!,negative
Yea... Hidup ph.. aku harap ph lancarkan tax jalan kaki.. macam kete kena bayaq roadtax kan.. hang jalan kaki pun kena bayaq tax.. padan muka org yang nak masa depan bagui,negative
Yeaahh i vote new gomen for this...hahahha,negative
